id,name,gender,presença_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,data_nascimento,salario_bruto,salario_bruto_par,quant_viagem,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par ,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab
204375,Leda Sadala (PP-AP),F,72 dias,18 dias,2 dias,24 reuniões,8 reuniões,15 reuniões,11/06/1966,"R$ 33.763,00",,0,"
		                		
			                	R$ 359.497,14","R$ 32.892,40","R$ 30.026,99","R$ 55.796,31","R$ 53.049,21","R$ 51.266,85","R$ 41.748,71","R$ 31.911,86","R$ 37.292,55","R$ 15.145,93","R$ 10.021,33","R$ 345,00",,,"111.429,13","111.306,30","109.662,60","107.931,96","110.017,93","110.446,45","110.633,94","109.994,10","111.659,63","108.861,12",0,0
74467,Damião Feliciano (UNIAO-PB),M,81 dias,10 dias,1 dias,29 reuniões,7 reuniões,24 reuniões,28/04/1952,"R$ 33.763,00",,0,"
		                		
			                	R$ 299.356,24","R$ 33.696,89","R$ 30.513,30","R$ 45.137,92","R$ 53.251,62","R$ 39.985,25","R$ 21.830,00","R$ 19.723,61","R$ 12.971,79","R$ 10.939,09","R$ 30.722,02","R$ 584,75",,,"111.054,03","106.603,56","94.753,60","91.868,67","107.855,77","111.429,12","111.429,12","109.759,06","107.977,67","108.783,05",0,0
164359,Delegado Waldir (UNIAO-GO),M,86 dias,6 dias,0 dias,7 reuniões,5 reuniões,44 reuniões,28/11/1962,"R$ 33.763,00",,0,"
		                		
			                	R$ 149.309,65","R$ 14.119,59","R$ 16.610,96","R$ 17.642,50","R$ 17.254,73","R$ 17.514,69","R$ 15.282,52","R$ 15.088,53","R$ 12.955,79","R$ 10.015,33","R$ 11.921,51","R$ 903,50",,,"101.978,63","99.618,58","96.319,60","92.534,14","92.534,14","94.998,88","101.543,63","103.436,75","102.749,57","102.015,00",0,0
156190,Marcel van Hattem (NOVO-RS),M,92 dias,0 dias,0 dias,73 reuniões,13 reuniões,4 reuniões,08/11/1985,"R$ 33.763,00",,,"
		                		
			                	R$ 99.403,16","R$ 8.123,69","R$ 12.211,18","R$ 14.110,85","R$ 12.804,33","R$ 14.137,18","R$ 10.989,52","R$ 6.481,38","R$ 8.305,85","R$ 1.594,95","R$ 9.969,54","R$ 674,69",,,"59.210,65","74.561,08","77.565,06","86.027,94","88.136,42","88.475,30","88.365,70","66.535,02","50.212,88","50.212,88",0,0
160651,Rogério Peninha Mendonça (MDB-SC),M,84 dias,5 dias,3 dias,46 reuniões,2 reuniões,3 reuniões,27/01/1953,"R$ 33.763,00",,0,"
		                		
			                	R$ 284.933,89","R$ 19.071,55","R$ 19.591,03","R$ 41.184,63","R$ 23.209,03","R$ 30.598,89","R$ 32.032,33","R$ 30.699,45","R$ 29.926,43","R$ 38.113,63","R$ 18.450,40","R$ 2.056,52",,,"109.169,18","108.681,15","110.025,02","111.462,30","110.179,58","109.656,30","110.879,89","109.964,15","110.926,70","109.768,29",0,0
178986,Nilto Tatto (PT-SP),M,87 dias,4 dias,1 dias,28 reuniões,4 reuniões,17 reuniões,31/07/1963,"R$ 33.763,00",,"
                                            ","
		                		
			                	R$ 343.362,50","R$ 21.771,11","R$ 30.106,02","R$ 49.511,22","R$ 34.833,12","R$ 65.168,75","R$ 26.285,28","R$ 25.096,49","R$ 26.593,94","R$ 14.143,77","R$ 37.174,67","R$ 12.678,13",,,"111.240,10","111.304,77","111.477,66","111.477,66","111.477,66","111.477,66","111.477,66","111.477,66","111.477,66","111.477,66",0,0
141391,Arnaldo Jardim (CIDADANIA-SP),M,85 dias,6 dias,1 dias,15 reuniões,10 reuniões,14 reuniões,08/05/1955,"R$ 33.763,00",,"
                                            ","
		                		
			                	R$ 333.282,67","R$ 37.823,57","R$ 38.275,84","R$ 51.482,16","R$ 49.828,38","R$ 44.393,29","R$ 33.383,18","R$ 26.614,91","R$ 20.674,93","R$ 24.297,48","R$ 5.571,94","R$ 936,99",,,"104.913,63","107.636,03","110.655,63","111.532,25","111.532,25","111.532,25","111.532,25","111.532,25","111.532,25","111.532,25",0,0
74158,Mário Heringer (PDT-MG),M,78 dias,3 dias,11 dias,38 reuniões,2 reuniões,22 reuniões,30/09/1954,"R$ 33.763,00",,0,"
		                		
			                	R$ 274.347,68","R$ 35.777,47","R$ 30.872,80","R$ 52.890,28","R$ 44.007,32","R$ 33.664,82","R$ 25.044,69","R$ 27.897,92","R$ 11.606,96","R$ 7.490,70","R$ 5.000,00","R$ 94,72",,,"108.960,32","108.960,32","110.437,25","111.355,11","110.648,37","110.896,10","110.606,09","111.538,27","111.538,27","111.538,27",0,0
133968,Paulo Ramos (PDT-RJ),M,75 dias,13 dias,4 dias,51 reuniões,23 reuniões,17 reuniões,18/10/1944,"R$ 33.763,00",,0,"
		                		
			                	R$ 308.359,53","R$ 31.306,73","R$ 33.083,48","R$ 45.488,92","R$ 41.894,52","R$ 40.776,21","R$ 31.441,15","R$ 25.189,78","R$ 21.649,26","R$ 20.853,85","R$ 14.891,88","R$ 1.783,75",,,"111.560,91","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33",0,0
136811,Afonso Hamm (PP-RS),M,82 dias,9 dias,1 dias,23 reuniões,4 reuniões,15 reuniões,25/04/1962,"R$ 33.763,00",,0,"
		                		
			                	R$ 360.946,22","R$ 26.704,69","R$ 38.280,59","R$ 55.051,73","R$ 63.625,31","R$ 51.839,35","R$ 42.409,07","R$ 42.196,47","R$ 28.571,50","R$ 8.175,08","R$ 2.806,25","R$ 1.286,18",,,"111.586,80","111.586,80","111.586,80","109.249,43","111.405,22","111.659,59","111.016,81","111.616,75","111.659,61","111.659,61",0,0
74165,Neucimar Fraga (PP-ES),M,87 dias,1 dias,4 dias,68 reuniões,0 reuniões,7 reuniões,26/06/1966,"R$ 33.763,00",,,"
		                		
			                	R$ 361.685,36","R$ 34.545,81","R$ 33.612,52","R$ 49.730,98","R$ 55.029,76","R$ 67.613,75","R$ 35.393,03","R$ 21.575,54","R$ 12.366,55","R$ 10.463,83","R$ 38.694,76","R$ 2.658,83",,,"111.368,66","111.040,46","111.107,83","111.107,83","109.270,87","107.980,30","110.501,19","110.501,19","107.478,78","108.566,32",0,0
219568,Tiago Andrino (PSB-TO),M,31 dias,0 dias,1 dias,5 reuniões,0 reuniões,1 reuniões,14/12/1980,"R$ 33.763,00",,,"
		                		
			                	R$ 99.473,65",,,,,,"R$ 21.862,77","R$ 28.072,82","R$ 18.431,93","R$ 22.567,87","R$ 8.538,26",,,,0,0,0,0,0,"0,00","0,00","0,00","0,00","0,00",0,0
204512,Delegado Marcelo Freitas (UNIAO-MG),M,80 dias,4 dias,8 dias,66 reuniões,1 reuniões,1 reuniões,04/03/1976,"R$ 33.763,00",,0,"
		                		
			                	R$ 290.526,28","R$ 31.421,05","R$ 43.796,10","R$ 37.148,52","R$ 24.745,40","R$ 39.348,34","R$ 29.355,58","R$ 26.303,93","R$ 19.417,00","R$ 19.550,28","R$ 18.633,84","R$ 806,24",,,"104.088,18","105.813,10","103.290,21","102.664,07","110.724,59","111.483,80","111.483,80","107.272,97","107.289,51","103.558,73",0,0
204495,Airton Faleiro (PT-PA),M,80 dias,2 dias,10 dias,39 reuniões,1 reuniões,34 reuniões,16/03/1959,"R$ 33.763,00",,0,"
		                		
			                	R$ 322.175,70","R$ 35.394,75","R$ 15.750,75","R$ 52.334,70","R$ 69.448,32","R$ 59.994,95","R$ 30.701,91","R$ 23.743,07","R$ 13.560,75","R$ 10.000,01","R$ 11.246,49",,,,"110.495,06","109.093,86","108.711,72","110.056,29","111.289,65","111.289,65","111.289,65","111.289,65","111.289,65","111.289,65",0,0
178987,Orlando Silva (PCdoB-SP),M,86 dias,6 dias,0 dias,55 reuniões,2 reuniões,29 reuniões,27/05/1971,"R$ 33.763,00",,,"
		                		
			                	R$ 347.684,93","R$ 34.078,45","R$ 50.115,29","R$ 48.011,52","R$ 36.761,90","R$ 35.143,24","R$ 42.254,79","R$ 31.343,85","R$ 29.333,12","R$ 17.559,57","R$ 22.948,20","R$ 135,00",,,"111.617,03","111.617,03","111.617,03","111.617,03","111.617,03","110.482,75","110.592,71","110.092,96","111.501,80","110.935,34",0,0
178946,Soraya Santos (PL-RJ),F,90 dias,2 dias,0 dias,29 reuniões,0 reuniões,16 reuniões,04/12/1958,"R$ 33.763,00",,0,"
		                		
			                	R$ 247.739,60","R$ 30.377,64","R$ 25.882,69","R$ 44.839,17","R$ 32.605,66","R$ 18.501,89","R$ 34.461,17","R$ 25.720,88","R$ 19.262,46","R$ 5.904,46","R$ 9.654,69","R$ 528,89",,,"109.912,12","110.159,23","104.418,43","104.366,11","108.917,92","108.917,92","109.011,86","110.852,93","110.852,93","110.852,93",0,0
204519,Tiago Mitraud (NOVO-MG),M,92 dias,0 dias,0 dias,107 reuniões,0 reuniões,7 reuniões,15/08/1986,"R$ 33.763,00",,,"
		                		
			                	R$ 27.647,47","R$ 3.566,57","R$ 3.135,34","R$ 2.309,40","R$ 2.560,68","R$ 8.067,83","R$ 4.398,55","R$ 2.855,86","R$ 216,89","R$ 191,77","R$ 344,58",,,,"34.798,86","31.959,96","43.996,79","52.593,10","55.384,47","56.148,88","53.361,59","43.944,69","14.691,41","21.331,71",0,0
178832,Leandre (PSD-PR),F,80 dias,10 dias,2 dias,31 reuniões,4 reuniões,23 reuniões,20/12/1975,"R$ 33.763,00",,,"
		                		
			                	R$ 364.015,44","R$ 30.663,14","R$ 49.384,33","R$ 39.707,22","R$ 42.738,34","R$ 55.109,67","R$ 32.174,71","R$ 34.082,73","R$ 28.823,07","R$ 17.999,54","R$ 31.319,22","R$ 2.013,47",,,"108.159,67","108.159,67","109.633,48","109.791,39","109.791,39","110.801,97","109.549,18","111.428,41","111.307,87","111.307,87",0,0
178989,Renata Abreu (PODE-SP),F,48 dias,14 dias,0 dias,5 reuniões,10 reuniões,18 reuniões,15/04/1982,"R$ 33.763,00",,0,"
		                		
			                	R$ 208.238,76","R$ 31.109,86","R$ 32.113,25","R$ 42.089,94","R$ 31.671,65","R$ 42.896,72","R$ 3.728,86",,,,"R$ 22.911,39","R$ 1.717,09",,,"96.622,36","104.075,25","110.440,45","106.841,60","108.188,68","109.718,62","106.018,07","110.109,96","110.476,84","110.575,46",0,0
74159,Odair Cunha (PT-MG),M,83 dias,6 dias,3 dias,10 reuniões,1 reuniões,4 reuniões,18/06/1976,"R$ 33.763,00",,0,"
		                		
			                	R$ 312.278,47","R$ 55.346,62","R$ 34.653,62","R$ 37.546,58","R$ 42.542,21","R$ 34.172,80","R$ 29.794,44","R$ 18.443,73","R$ 32.816,78","R$ 7.463,12","R$ 18.905,38","R$ 593,19",,,"111.079,82","110.852,83","110.852,83","109.882,90","111.168,04","110.621,09","105.404,52","110.351,88","111.192,48","111.192,48",0,0
178961,Shéridan (PSDB-RR),F,53 dias,35 dias,4 dias,0 reuniões,0 reuniões,3 reuniões,11/04/1984,"R$ 33.763,00",,0,"
		                		
			                	R$ 406.013,67","R$ 47.717,67","R$ 50.310,81","R$ 47.454,50","R$ 20.489,75","R$ 41.030,40","R$ 35.713,64","R$ 41.489,54","R$ 36.464,07","R$ 37.465,47","R$ 41.866,90","R$ 6.010,92",,,"104.351,76","98.699,47","100.259,52","100.363,57","99.170,39","111.192,45","104.911,24","108.772,24","109.791,30","108.036,70",0,0
204562,Edilázio Júnior (PSD-MA),M,87 dias,5 dias,0 dias,12 reuniões,1 reuniões,0 reuniões,04/05/1981,"R$ 33.763,00",,0,"
		                		
			                	R$ 274.890,22","R$ 29.645,70","R$ 67.991,37","R$ 21.709,65","R$ 54.054,00","R$ 19.692,50","R$ 28.378,82","R$ 18.023,27","R$ 5.308,77","R$ 14.235,23","R$ 15.850,91",,,,"111.402,54","111.185,22","111.659,65","111.166,30","111.659,65","111.659,65","111.659,65","110.963,46","111.241,12","111.310,78",0,0
204511,David Soares (UNIAO-SP),M,63 dias,11 dias,3 dias,47 reuniões,12 reuniões,1 reuniões,21/12/1973,"R$ 33.763,00",,,"
		                		
			                	R$ 183.939,37",,,"R$ 31.858,14","R$ 35.507,14","R$ 29.111,16","R$ 37.770,69","R$ 23.083,39","R$ 13.606,57","R$ 7.900,18","R$ 4.802,08","R$ 300,02",,,"103.135,91","105.402,63","105.964,51","99.800,43","107.637,25","108.516,33","107.977,68","108.297,02","111.277,52","110.582,49",0,0
143632,Domingos Neto (PSD-CE),M,79 dias,6 dias,7 dias,30 reuniões,6 reuniões,25 reuniões,29/04/1988,"R$ 33.763,00",,0,"
		                		
			                	R$ 346.157,45","R$ 33.731,48","R$ 52.313,10","R$ 36.169,17","R$ 53.317,93","R$ 77.719,59","R$ 22.751,47","R$ 19.502,64","R$ 3.346,59","R$ 2.837,01","R$ 44.468,47",,,,"111.544,43","111.544,43","110.497,19","107.599,23","111.235,68","111.617,24","111.617,24","111.617,24","111.617,24","106.952,23",0,0
141405,Celso Maldaner (MDB-SC),M,82 dias,5 dias,5 dias,22 reuniões,2 reuniões,1 reuniões,30/08/1953,"R$ 33.763,00",,0,"
		                		
			                	R$ 369.913,72","R$ 24.680,20","R$ 30.121,77","R$ 43.359,15","R$ 32.327,41","R$ 41.007,63","R$ 27.013,34","R$ 28.086,87","R$ 25.892,83","R$ 22.602,17","R$ 51.620,99","R$ 43.201,36",,,"111.010,67","111.140,65","111.370,11","108.394,27","109.190,92","109.485,71","110.743,36","111.470,49","111.162,32","110.592,90",0,0
204395,Pedro Lupion (PP-PR),M,80 dias,9 dias,3 dias,62 reuniões,1 reuniões,6 reuniões,04/06/1983,"R$ 33.763,00",,,"
		                		
			                	R$ 310.649,76","R$ 6.990,56","R$ 44.793,64","R$ 46.634,00","R$ 51.461,51","R$ 41.298,48","R$ 35.147,53","R$ 27.135,20","R$ 18.926,03","R$ 17.431,98","R$ 20.830,83",,,,"111.605,04","111.605,04","111.605,04","111.605,04","105.063,35","111.605,04","111.605,04","111.605,04","111.605,04","111.605,04",0,0
198783,Emanuel Pinheiro Neto (MDB-MT),M,70 dias,3 dias,19 dias,11 reuniões,1 reuniões,7 reuniões,05/01/1995,"R$ 33.763,00",,0,"
		                		
			                	R$ 260.989,20","R$ 18.918,90","R$ 40.897,04","R$ 43.529,50","R$ 29.158,03","R$ 34.158,66","R$ 52.895,35","R$ 15.688,43","R$ 14.630,60","R$ 825,90","R$ 6.028,96","R$ 4.257,83",,,"108.820,92","109.941,35","111.435,25","111.435,25","110.245,56","109.803,54","108.192,76","97.773,24","100.583,45","99.303,35",0,0
154178,Milton Vieira (REPUBLICANOS-SP),M,76 dias,9 dias,7 dias,20 reuniões,5 reuniões,10 reuniões,16/09/1962,"R$ 33.763,00",,0,"
		                		
			                	R$ 285.124,17","R$ 15.104,76","R$ 24.431,95","R$ 43.074,46","R$ 32.806,86","R$ 43.685,44","R$ 26.364,39","R$ 34.727,21","R$ 27.787,62","R$ 21.615,96","R$ 15.525,52",,,,"109.457,78","109.457,78","106.894,46","106.497,63","106.497,63","109.984,28","110.730,78","111.653,57","111.653,57","111.581,37",0,0
204364,Eli Borges (PL-TO),M,81 dias,0 dias,11 dias,6 reuniões,0 reuniões,11 reuniões,01/09/1960,"R$ 33.763,00",,,"
		                		
			                	R$ 389.429,95","R$ 31.188,98","R$ 46.066,46","R$ 51.592,15","R$ 46.239,19","R$ 48.724,20","R$ 43.313,71","R$ 41.770,08","R$ 35.826,39","R$ 32.575,57","R$ 10.263,37","R$ 1.869,85",,,"111.130,49","111.392,69","111.205,19","108.796,48","110.064,23","111.248,28","109.041,83","110.416,27","110.246,84","110.822,48",0,0
160542,Márcio Macêdo (PT-SE),M,52 dias,1 dias,1 dias,8 reuniões,2 reuniões,4 reuniões,18/09/1970,"R$ 33.763,00",,0,"
		                		
			                	R$ 170.891,09",,,,,"R$ 16.787,66","R$ 27.268,99","R$ 38.765,68","R$ 38.156,83","R$ 35.940,77","R$ 13.716,17","R$ 254,99",,,0,0,0,"0,00","46.665,52","53.660,67","87.537,03","101.530,81","110.745,63","111.392,65",0,0
204430,Margarete Coelho (PP-PI),F,81 dias,10 dias,1 dias,58 reuniões,9 reuniões,18 reuniões,12/03/1961,"R$ 33.763,00",,,"
		                		
			                	R$ 379.382,14","R$ 45.113,84","R$ 50.976,40","R$ 52.735,60","R$ 50.764,85","R$ 28.872,48","R$ 40.798,70","R$ 35.963,33","R$ 15.107,77","R$ 13.877,11","R$ 44.057,01","R$ 1.115,05",,,"110.943,91","108.857,07","110.120,74","99.024,19","107.482,10","108.590,38","108.590,38","108.590,38","108.590,38","108.590,38",0,0
204548,Heitor Freire (UNIAO-CE),M,79 dias,13 dias,0 dias,21 reuniões,20 reuniões,30 reuniões,08/10/1981,"R$ 33.763,00",,,"
		                		
			                	R$ 438.893,06","R$ 44.459,28","R$ 22.147,14","R$ 58.578,83","R$ 44.388,99","R$ 47.573,98","R$ 24.699,86","R$ 52.243,35","R$ 24.034,75","R$ 32.084,10","R$ 78.682,78","R$ 10.000,00",,,"111.447,23","110.953,30","110.359,50","110.475,29","111.481,10","109.817,62","111.314,25","111.150,06","110.377,84","109.281,31",0,0
74299,Leônidas Cristino (PDT-CE),M,85 dias,7 dias,0 dias,48 reuniões,5 reuniões,18 reuniões,03/06/1957,"R$ 33.763,00",,0,"
		                		
			                	R$ 283.122,63","R$ 32.267,47","R$ 34.350,83","R$ 36.617,13","R$ 40.189,49","R$ 36.516,96","R$ 25.613,05","R$ 35.368,62","R$ 14.652,50","R$ 7.798,15","R$ 18.180,68","R$ 1.567,75",,,"95.364,13","97.315,51","97.580,89","100.457,10","101.325,85","102.548,80","102.548,80","102.548,80","102.548,80","102.548,80",0,0
204439,Dr. Leonardo (REPUBLICANOS-MT),M,91 dias,0 dias,1 dias,27 reuniões,1 reuniões,2 reuniões,14/06/1978,"R$ 33.763,00",,0,"
		                		
			                	R$ 319.714,69","R$ 42.371,40","R$ 36.053,31","R$ 44.978,86","R$ 51.992,40","R$ 41.703,89","R$ 36.956,95","R$ 29.525,44","R$ 11.128,25","R$ 9.478,35","R$ 15.240,77","R$ 285,07",,,"99.981,22","100.959,57","99.231,78","108.961,58","104.982,41","110.759,92","111.287,34","105.356,57","102.212,41","103.517,24",0,0
204564,Igor Kannário (UNIAO-BA),M,65 dias,6 dias,21 dias,0 reuniões,5 reuniões,15 reuniões,29/11/1984,"R$ 33.763,00",,0,"
		                		
			                	R$ 315.179,11","R$ 34.967,02","R$ 35.384,07","R$ 62.953,32","R$ 41.583,16","R$ 16.981,09","R$ 32.753,96","R$ 20.095,66","R$ 7.349,12","R$ 7.399,76","R$ 55.698,95","R$ 13,00",,,"111.604,99","111.553,00","111.350,59","111.338,06","111.488,35","111.604,98","111.558,01","111.532,18","111.532,18","111.532,18",0,0
204382,Loester Trutis (PL-MS),M,66 dias,1 dias,25 dias,8 reuniões,0 reuniões,0 reuniões,21/09/1982,"R$ 33.763,00",,0,"
		                		
			                	R$ 427.961,76","R$ 51.222,08","R$ 55.278,77","R$ 68.803,71","R$ 41.378,22","R$ 24.009,95","R$ 28.151,93","R$ 27.178,56","R$ 45.367,11","R$ 40.789,46","R$ 45.377,79","R$ 404,18",,,"108.697,08","108.954,19","109.105,86","109.798,14","111.299,32","95.357,90","101.706,13","105.392,98","105.314,71","102.987,41",0,0
137070,Vicentinho Júnior (PP-TO),M,69 dias,0 dias,23 dias,15 reuniões,0 reuniões,23 reuniões,11/04/1985,"R$ 33.763,00",,0,"
		                		
			                	R$ 407.540,10","R$ 37.276,44","R$ 39.572,89","R$ 42.368,97","R$ 39.808,60","R$ 30.327,75","R$ 41.871,00","R$ 42.317,27","R$ 33.618,36","R$ 50.378,82","R$ 50.000,00",,,,"111.477,70","110.881,51","111.497,27","111.034,88","111.354,02","111.014,26","108.081,62","98.361,27","100.031,52","96.342,33",0,0
204400,Aline Sleutjes (PROS-PR),F,81 dias,11 dias,0 dias,25 reuniões,7 reuniões,5 reuniões,26/07/1979,"R$ 33.763,00",,0,"
		                		
			                	R$ 271.444,38","R$ 18.718,10","R$ 42.340,70","R$ 49.189,30","R$ 28.504,61","R$ 62.024,69","R$ 25.909,67","R$ 20.829,47","R$ 10.742,51","R$ 4.466,72","R$ 8.102,19","R$ 616,42",,,"108.562,89","107.823,39","108.054,31","102.862,93","104.407,00","105.903,30","107.141,12","104.241,48","105.514,93","93.070,21",0,0
204454,Daniel Silveira (PTB-RJ),M,89 dias,1 dias,2 dias,87 reuniões,1 reuniões,58 reuniões,25/11/1982,"R$ 33.763,00",,0,"
		                		
			                	R$ 307.400,84","R$ 35.637,58","R$ 37.560,86","R$ 37.098,84","R$ 37.913,96","R$ 39.709,62","R$ 33.297,09","R$ 28.745,65","R$ 27.784,42","R$ 13.563,62","R$ 14.939,77","R$ 1.149,43",,,"104.730,18","106.558,15","108.774,14","109.706,94","105.193,39","103.433,49","86.143,80","107.120,36","107.862,35","111.382,87",0,0
204435,Jesus Sérgio (PDT-AC),M,80 dias,9 dias,3 dias,41 reuniões,10 reuniões,12 reuniões,10/06/1973,"R$ 33.763,00",,0,"
		                		
			                	R$ 420.833,44","R$ 34.648,58","R$ 37.060,30","R$ 57.151,64","R$ 71.739,44","R$ 44.292,00","R$ 68.421,53","R$ 17.449,77","R$ 28.372,07","R$ 4.450,91","R$ 49.247,20","R$ 8.000,00",,,"111.623,26","111.623,26","111.623,26","111.623,26","111.623,26","111.623,26","103.671,93","109.433,69","111.623,26","111.623,26",0,0
204415,Nereu Crispim (PSD-RS),M,76 dias,15 dias,1 dias,36 reuniões,16 reuniões,14 reuniões,21/07/1963,"R$ 33.763,00",,0,"
		                		
			                	R$ 421.208,83","R$ 52.892,77","R$ 67.730,02","R$ 46.926,51","R$ 36.681,89","R$ 35.764,37","R$ 43.612,55","R$ 21.861,94","R$ 16.947,45","R$ 12.990,65","R$ 84.534,84","R$ 1.265,84",,,"109.332,85","110.197,30","111.617,15","111.498,26","111.444,57","109.844,51","108.850,50","107.832,63","108.701,27","108.613,75",0,0
204522,Marco Bertaiolli (PSD-SP),M,88 dias,1 dias,3 dias,26 reuniões,0 reuniões,3 reuniões,30/04/1968,"R$ 33.763,00",,0,"
		                		
			                	R$ 206.196,99","R$ 28.128,86","R$ 30.235,56","R$ 22.907,70","R$ 47.414,10","R$ 40.248,99","R$ 17.222,16","R$ 7.514,38","R$ 7.024,35","R$ 3.337,00","R$ 2.163,89",,,,"104.253,35","107.457,85","110.229,17","106.982,17","106.721,56","95.359,26","95.003,00","95.003,00","95.003,00","94.241,84",0,0
204551,Bosco Saraiva (SOLIDARIEDADE-AM),M,71 dias,3 dias,18 dias,16 reuniões,1 reuniões,9 reuniões,10/10/1959,"R$ 33.763,00",,0,"
		                		
			                	R$ 442.571,13","R$ 36.572,34","R$ 70.842,66","R$ 44.263,27","R$ 65.965,82","R$ 34.723,62","R$ 32.000,51","R$ 62.345,58","R$ 33.068,34","R$ 15.213,66","R$ 45.530,25","R$ 2.045,08",,,"111.611,12","111.611,12","109.394,55","111.611,12","111.611,12","111.393,56","111.146,01","111.574,73","111.574,73","111.210,17",0,0
141523,Raul Henry (MDB-PE),M,86 dias,6 dias,0 dias,36 reuniões,6 reuniões,21 reuniões,06/06/1964,"R$ 33.763,00",,0,"
		                		
			                	R$ 294.011,61","R$ 38.165,25","R$ 29.302,36","R$ 32.016,22","R$ 39.228,39","R$ 44.657,47","R$ 34.719,45","R$ 33.058,24","R$ 17.205,35","R$ 5.575,16","R$ 15.158,34","R$ 4.925,38",,,"111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04",0,0
160592,Zeca Dirceu (PT-PR),M,75 dias,10 dias,7 dias,9 reuniões,4 reuniões,22 reuniões,21/06/1978,"R$ 33.763,00",,0,"
		                		
			                	R$ 356.842,77","R$ 38.999,73","R$ 33.224,73","R$ 52.793,19","R$ 47.568,26","R$ 57.184,71","R$ 29.897,60","R$ 36.352,08","R$ 15.418,42","R$ 9.981,12","R$ 34.877,93","R$ 545,00",,,"111.077,16","111.077,16","107.757,43","108.634,49","107.404,64","103.768,48","108.159,53","108.272,04","111.647,36","111.647,36",0,0
178994,Dulce Miranda (MDB-TO),F,84 dias,8 dias,0 dias,78 reuniões,11 reuniões,8 reuniões,15/12/1963,"R$ 33.763,00",,0,"
		                		
			                	R$ 385.152,20","R$ 17.405,28","R$ 54.422,42","R$ 66.007,20","R$ 43.629,27","R$ 48.597,93","R$ 16.964,63","R$ 42.936,18","R$ 44.081,35","R$ 12.900,31","R$ 38.029,26","R$ 178,37",,,"111.515,73","108.469,11","109.947,21","108.778,45","110.497,62","110.780,17","110.780,17","110.780,17","110.297,33","110.780,17",0,0
204381,Luis Miranda (REPUBLICANOS-DF),M,91 dias,1 dias,0 dias,65 reuniões,0 reuniões,0 reuniões,27/03/1980,"R$ 33.763,00",,0,"
		                		
			                	R$ 198.128,85","R$ 16.743,53","R$ 33.704,02","R$ 30.605,59","R$ 26.090,58","R$ 21.766,24","R$ 23.916,74","R$ 17.430,46","R$ 16.138,85","R$ 4.746,41","R$ 6.649,23","R$ 337,20",,,"106.579,01","108.384,08","109.890,74","110.052,17","110.052,17","108.853,56","107.084,79","108.333,76","106.788,74","106.788,74",0,0
204407,Fernanda Melchionna (PSOL-RS),F,88 dias,1 dias,3 dias,54 reuniões,0 reuniões,9 reuniões,02/02/1984,"R$ 33.763,00",,0,"
		                		
			                	R$ 305.160,05","R$ 20.500,17","R$ 21.194,89","R$ 56.736,14","R$ 41.442,21","R$ 70.363,57","R$ 28.035,03","R$ 34.736,50","R$ 7.126,13","R$ 2.302,50","R$ 17.867,64","R$ 4.855,27",,,"108.969,03","110.770,20","111.295,57","111.471,67","111.471,67","111.005,21","108.790,95","108.173,01","107.268,84","100.470,41",0,0
74319,Paes Landim (UNIAO-PI),M,36 dias,17 dias,0 dias,0 reuniões,17 reuniões,13 reuniões,23/03/1937,"R$ 33.763,00",,0,"
		                		
			                	R$ 157.504,62",,,,"R$ 35.170,47","R$ 45.886,37","R$ 16.028,94","R$ 60.418,77","R$ 0,07",,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,0,0
204536,Kim Kataguiri (UNIAO-SP),M,84 dias,4 dias,4 dias,62 reuniões,3 reuniões,12 reuniões,28/01/1996,"R$ 33.763,00",,0,"
		                		
			                	R$ 207.975,10","R$ 15.889,67","R$ 9.310,42","R$ 33.877,21","R$ 35.453,98","R$ 36.648,40","R$ 30.223,62","R$ 22.699,49","R$ 16.601,85","R$ 3.139,41","R$ 4.131,05",,,,"75.731,76","77.161,59","78.158,12","78.158,12","78.158,12","78.158,12","71.671,03","74.027,30","75.335,08","78.886,98",0,0
204426,Carlos Veras (PT-PE),M,89 dias,3 dias,0 dias,42 reuniões,8 reuniões,33 reuniões,10/08/1981,"R$ 33.763,00",,0,"
		                		
			                	R$ 346.470,48","R$ 23.450,32","R$ 50.658,26","R$ 61.233,10","R$ 37.074,81","R$ 65.132,56","R$ 29.707,30","R$ 34.668,74","R$ 24.844,59","R$ 5.992,91","R$ 12.474,14","R$ 1.233,75",,,"102.271,86","100.443,89","100.443,89","105.043,78","108.026,51","106.855,41","109.678,36","109.831,56","109.119,16","111.059,01",0,0
