id,name,gender,presença_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,data_nascimento,salario_bruto,salario_bruto_par,quant_viagem,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par ,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab
141372,Aelton Freitas (PP-MG),M,83 dias,2 dias,7 dias,22 reuniões,2 reuniões,14 reuniões,15/12/1961,"R$ 33.763,00",,0,"
		                		
			                	R$ 371.470,66","R$ 37.592,87","R$ 44.508,37","R$ 46.095,45","R$ 33.084,47","R$ 49.928,24","R$ 19.715,12","R$ 38.644,85","R$ 22.680,38","R$ 19.806,39","R$ 58.251,64","R$ 1.162,88",,,"111.326,04","111.343,59","111.629,35","111.629,35","111.457,94","111.397,84","107.361,35","107.874,60","107.874,60","110.127,53",0,0
141464,José Airton Félix Cirilo (PT-CE),M,79 dias,9 dias,4 dias,4 reuniões,6 reuniões,13 reuniões,21/02/1957,"R$ 33.763,00",,"
                                            ","
		                		
			                	R$ 399.113,88","R$ 48.481,68","R$ 46.854,65","R$ 39.154,85","R$ 52.156,74","R$ 55.137,90","R$ 52.767,27","R$ 37.854,94","R$ 24.884,02","R$ 18.571,25","R$ 16.096,81","R$ 7.153,77",,,"111.586,78","111.586,78","111.589,34","111.496,24","111.665,75","110.239,08","110.975,42","111.665,75","111.665,75","111.597,06",0,0
205476,Charles Fernandes (PSD-BA),M,90 dias,1 dias,1 dias,35 reuniões,0 reuniões,6 reuniões,15/03/1965,"R$ 33.763,00",,0,"
		                		
			                	R$ 323.383,76","R$ 24.256,26","R$ 47.976,68","R$ 50.658,86","R$ 46.560,45","R$ 48.292,35","R$ 27.745,84","R$ 27.027,00","R$ 19.586,71","R$ 19.284,11","R$ 10.381,44","R$ 1.614,06",,,"111.439,65","111.389,19","111.507,90","111.507,88","110.522,28","111.149,99","111.433,52","111.507,87","111.507,87","110.870,57",0,0
213854,Dr. Agripino Magalhães (UNIAO-CE),M,31 dias,0 dias,0 dias,4 reuniões,0 reuniões,0 reuniões,23/06/1954,"R$ 33.763,00",,0,"
		                		
			                	R$ 162.843,04",,,,,,"R$ 48.546,60","R$ 35.623,08","R$ 54.513,11","R$ 24.160,25",,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0
204374,Bia Kicis (PL-DF),F,89 dias,3 dias,0 dias,56 reuniões,3 reuniões,4 reuniões,19/09/1961,"R$ 33.763,00",,,"
		                		
			                	R$ 217.096,60","R$ 25.190,49","R$ 25.724,28","R$ 26.105,29","R$ 27.799,70","R$ 29.874,33","R$ 15.473,15","R$ 16.116,39","R$ 14.243,78","R$ 13.146,49","R$ 22.163,74","R$ 1.258,96",,,"111.271,47","111.271,47","111.271,47","111.271,47","111.271,47","111.538,39","111.538,39","111.538,39","111.538,39","111.538,39",0,0
204518,Dr. Frederico (PATRIOTA-MG),M,83 dias,0 dias,9 dias,24 reuniões,0 reuniões,57 reuniões,24/03/1977,"R$ 33.763,00",,0,"
		                		
			                	R$ 310.970,98","R$ 31.170,62","R$ 36.914,75","R$ 42.269,93","R$ 38.087,59","R$ 42.514,00","R$ 33.769,22","R$ 28.862,16","R$ 24.728,50","R$ 11.486,99","R$ 20.931,45","R$ 235,77",,,"111.212,41","111.201,53","110.944,53","108.641,77","111.313,96","110.772,89","111.313,96","110.891,90","111.313,96","109.219,49",0,0
204490,Charlles Evangelista (PP-MG),M,88 dias,4 dias,0 dias,27 reuniões,5 reuniões,4 reuniões,27/12/1984,"R$ 33.763,00",,0,"
		                		
			                	R$ 272.031,91","R$ 22.449,08","R$ 36.430,49","R$ 47.122,47","R$ 36.668,39","R$ 49.948,09","R$ 24.701,10","R$ 21.331,84","R$ 25.587,97","R$ 1.432,93","R$ 6.359,55",,,,"102.330,37","102.010,39","103.658,78","105.928,21","106.859,77","104.041,72","106.811,02","110.258,36","110.258,36","107.229,36",0,0
205550,Jorge Braz (REPUBLICANOS-RJ),M,89 dias,2 dias,1 dias,8 reuniões,0 reuniões,7 reuniões,13/07/1953,"R$ 33.763,00",,0,"
		                		
			                	R$ 353.651,65","R$ 37.834,21","R$ 40.719,44","R$ 48.035,20","R$ 38.023,23","R$ 41.599,48","R$ 38.562,81","R$ 36.165,91","R$ 19.598,31","R$ 31.859,73","R$ 20.944,80","R$ 308,53",,,"111.531,85","110.780,53","110.202,86","110.754,01","111.574,72","111.574,72","111.574,72","111.574,72","111.574,72","111.574,72",0,0
204449,Nelson Barbudo (PL-MT),M,79 dias,9 dias,4 dias,20 reuniões,0 reuniões,0 reuniões,14/02/1960,"R$ 33.763,00",,0,"
		                		
			                	R$ 367.306,86","R$ 51.552,78","R$ 56.554,42","R$ 57.033,13","R$ 51.660,97","R$ 58.746,46","R$ 6.365,91","R$ 10.378,00","R$ 3.887,61","R$ 6.650,92","R$ 59.712,60","R$ 4.764,06",,,"110.616,22","110.616,22","110.616,22","110.616,22","110.616,22","110.616,22","102.405,85","66.158,10","63.594,02","84.862,71",0,0
73486,Pompeo de Mattos (PDT-RS),M,89 dias,2 dias,1 dias,65 reuniões,11 reuniões,43 reuniões,12/07/1958,"R$ 33.763,00",,0,"
		                		
			                	R$ 358.380,95","R$ 41.231,74","R$ 59.462,92","R$ 49.369,15","R$ 33.109,82","R$ 73.003,33","R$ 28.978,11","R$ 25.956,45","R$ 17.821,83","R$ 16.082,73","R$ 12.802,87","R$ 562,00",,,"111.204,69","111.204,69","110.681,07","110.983,29","111.198,62","111.016,67","111.016,67","111.100,61","111.392,73","111.412,10",0,0
215043,Josivaldo JP (PSD-MA),M,88 dias,4 dias,0 dias,29 reuniões,6 reuniões,0 reuniões,29/11/1983,"R$ 33.763,00",,0,"
		                		
			                	R$ 285.152,49","R$ 21.390,12","R$ 50.216,34","R$ 69.141,88","R$ 54.516,89","R$ 31.532,54","R$ 14.146,15","R$ 9.948,48","R$ 25.223,10","R$ 5.493,00","R$ 3.348,14","R$ 195,85",,,"109.834,64","109.133,04","108.673,14","108.126,11","109.322,96","109.689,09","110.179,61","108.448,10","109.154,46","104.914,27",0,0
178912,Pedro Cunha Lima (PSDB-PB),M,39 dias,0 dias,4 dias,0 reuniões,0 reuniões,1 reuniões,15/08/1988,"R$ 33.763,00",,0,"
		                		
			                	R$ 54.842,81","R$ 15.105,40","R$ 6.552,71",,,,"R$ 19.551,73","R$ 4.675,93","R$ 7.482,04","R$ 744,31","R$ 730,69",,,,"102.779,29","102.779,29","103.224,64","109.682,19","109.459,52","109.682,19","103.892,66","102.779,29","102.779,29","102.779,29",0,0
178931,Luciano Ducci (PSB-PR),M,83 dias,0 dias,9 dias,28 reuniões,0 reuniões,21 reuniões,23/03/1955,"R$ 33.763,00",,0,"
		                		
			                	R$ 325.541,91","R$ 46.474,19","R$ 48.810,14","R$ 35.792,35","R$ 32.052,26","R$ 47.967,64","R$ 31.152,19","R$ 36.214,31","R$ 17.713,75","R$ 17.321,87","R$ 12.043,21",,,,"109.566,95","109.566,95","109.566,95","109.566,97","107.107,37","108.864,14","110.895,38","110.895,38","110.895,38","110.895,38",0,0
204410,Luisa Canziani (PSD-PR),F,82 dias,0 dias,10 dias,18 reuniões,0 reuniões,48 reuniões,11/04/1996,"R$ 33.763,00",,0,"
		                		
			                	R$ 294.512,99","R$ 27.680,49","R$ 45.240,66","R$ 38.296,02","R$ 34.716,65","R$ 40.742,27","R$ 35.801,06","R$ 23.760,78","R$ 18.969,09","R$ 8.973,68","R$ 13.325,09","R$ 7.007,20",,,"111.489,76","107.944,29","101.185,89","106.123,31","110.764,80","108.871,95","100.476,78","99.154,41","109.664,15","110.012,04",0,0
178860,Paulo Azi (UNIAO-BA),M,84 dias,4 dias,4 dias,40 reuniões,3 reuniões,22 reuniões,14/01/1963,"R$ 33.763,00",,0,"
		                		
			                	R$ 303.819,28","R$ 26.573,17","R$ 22.575,78","R$ 39.470,93","R$ 54.315,35","R$ 45.960,76","R$ 40.677,23","R$ 23.921,98","R$ 20.173,45","R$ 14.938,36","R$ 15.158,92","R$ 53,35",,,"111.653,56","111.653,56","111.653,56","111.653,56","111.653,56","105.448,85","111.501,94","84.752,91","94.178,04","94.178,04",0,0
73433,Arlindo Chinaglia (PT-SP),M,86 dias,6 dias,0 dias,17 reuniões,2 reuniões,4 reuniões,24/12/1949,"R$ 33.763,00",,,"
		                		
			                	R$ 252.533,49","R$ 19.052,73","R$ 30.374,76","R$ 37.901,76","R$ 25.872,86","R$ 41.568,90","R$ 29.151,95","R$ 23.823,60","R$ 23.079,38","R$ 10.039,24","R$ 11.468,31","R$ 200,00",,,"109.865,31","106.598,33","111.574,67","110.818,25","111.423,01","111.423,01","111.441,40","111.141,83","111.198,57","111.198,57",0,0
141335,Beto Faro (PT-PA),M,82 dias,0 dias,10 dias,5 reuniões,0 reuniões,17 reuniões,20/06/1969,"R$ 33.763,00",,0,"
		                		
			                	R$ 348.358,45","R$ 50.640,64","R$ 51.528,80","R$ 53.130,42","R$ 38.245,47","R$ 56.264,93","R$ 15.343,49","R$ 16.815,59","R$ 14.152,72","R$ 12.879,36","R$ 11.197,03","R$ 28.160,00",,,"111.210,84","110.666,21","109.899,05","111.210,84","111.210,84","110.568,67","110.434,02","111.210,84","111.210,84","109.510,45",0,0
141427,Fábio Ramalho (MDB-MG),M,88 dias,0 dias,4 dias,19 reuniões,0 reuniões,17 reuniões,22/12/1961,"R$ 33.763,00",,0,"
		                		
			                	R$ 289.106,94","R$ 37.959,25","R$ 46.993,70","R$ 34.431,36","R$ 27.698,63","R$ 36.101,94","R$ 23.280,97","R$ 25.058,29","R$ 19.706,66","R$ 17.071,96","R$ 19.557,03","R$ 1.247,15",,,"106.849,52","105.995,76","104.102,48","110.337,36","103.699,99","104.762,87","104.762,87","110.775,07","111.665,77","110.131,11",0,0
160508,Afonso Florence (PT-BA),M,79 dias,13 dias,0 dias,7 reuniões,2 reuniões,15 reuniões,15/10/1960,"R$ 33.763,00",,,"
		                		
			                	R$ 326.342,20","R$ 49.117,18","R$ 40.471,77","R$ 63.232,46","R$ 51.564,67","R$ 16.600,90","R$ 32.319,33","R$ 21.335,62","R$ 19.915,04","R$ 12.458,57","R$ 19.326,66",,,,"111.448,69","111.580,78","111.503,72","111.580,81","111.279,06","111.350,26","110.053,76","111.653,57","111.653,58","111.653,58",0,0
141555,Vinicius Carvalho (REPUBLICANOS-SP),M,79 dias,13 dias,0 dias,9 reuniões,5 reuniões,10 reuniões,07/01/1966,"R$ 33.763,00",,,"
		                		
			                	R$ 340.728,76","R$ 41.672,56","R$ 39.581,43","R$ 57.042,94","R$ 42.691,74","R$ 36.753,20","R$ 39.290,07","R$ 35.365,86","R$ 18.744,31","R$ 15.224,99","R$ 13.958,27","R$ 403,39",,,"103.616,36","103.616,36","103.616,36","103.616,36","104.709,37","105.399,70","107.051,56","110.786,16","110.786,16","110.153,37",0,0
204501,Alencar Santana (PT-SP),M,80 dias,12 dias,0 dias,22 reuniões,1 reuniões,0 reuniões,14/03/1976,"R$ 33.763,00",,0,"
		                		
			                	R$ 278.800,02","R$ 34.345,52","R$ 35.493,58","R$ 35.440,42","R$ 38.514,90","R$ 38.770,46","R$ 18.197,70","R$ 26.020,76","R$ 6.807,71","R$ 1.491,64","R$ 43.114,24","R$ 603,09",,,"111.647,56","108.748,11","110.276,93","111.574,82","111.574,82","111.574,82","111.574,82","110.900,35","111.538,44","111.013,26",0,0
204456,Gutemberg Reis (MDB-RJ),M,80 dias,0 dias,12 dias,28 reuniões,0 reuniões,19 reuniões,09/09/1979,"R$ 33.763,00",,0,"
		                		
			                	R$ 333.354,79","R$ 31.811,03","R$ 37.058,19","R$ 39.957,54","R$ 35.397,82","R$ 39.003,29","R$ 35.548,76","R$ 35.184,90","R$ 23.289,89","R$ 18.535,79","R$ 35.373,06","R$ 2.194,52",,,"111.586,82","111.586,82","110.729,78","110.789,77","111.586,82","111.146,85","111.458,26","111.246,74","111.586,82","111.586,82",0,0
204545,Alê Silva (REPUBLICANOS-MG),F,82 dias,6 dias,4 dias,54 reuniões,10 reuniões,10 reuniões,04/07/1974,"R$ 33.763,00",,0,"
		                		
			                	R$ 262.368,78","R$ 21.847,22","R$ 26.068,76","R$ 60.514,25","R$ 38.257,92","R$ 39.369,73","R$ 21.249,25","R$ 15.093,79","R$ 19.228,94","R$ 15.225,62","R$ 5.513,30",,,,"73.391,76","71.163,83","70.424,23","71.271,43","75.507,41","78.795,10","74.373,30","79.377,41","79.377,41","83.691,96",0,0
204565,Professora Dayane Pimentel (UNIAO-BA),F,67 dias,17 dias,8 dias,24 reuniões,13 reuniões,16 reuniões,30/01/1986,"R$ 33.763,00",,0,"
		                		
			                	R$ 221.802,92","R$ 24.757,35","R$ 14.536,29","R$ 33.354,13","R$ 32.630,75","R$ 38.636,18","R$ 25.835,19","R$ 21.096,42","R$ 20.196,27","R$ 4.322,45","R$ 6.205,76","R$ 232,13",,,"103.819,39","108.270,50","109.719,50","110.069,34","110.134,52","109.472,23","110.404,13","110.404,13","110.398,05","108.576,72",0,0
74459,Átila Lira (PP-PI),M,78 dias,11 dias,3 dias,38 reuniões,2 reuniões,16 reuniões,07/04/1947,"R$ 33.763,00",,0,"
		                		
			                	R$ 375.012,29","R$ 27.368,18","R$ 28.286,74","R$ 49.504,22","R$ 57.242,97","R$ 40.024,49","R$ 40.329,03","R$ 36.082,10","R$ 39.253,35","R$ 26.915,69","R$ 29.943,26","R$ 62,26",,,"111.623,32","111.623,32","111.623,32","111.623,32","111.623,32","111.623,32","111.623,32","111.623,32","111.623,32","111.623,32",0,0
178901,Tereza Cristina (PP-MS),F,63 dias,2 dias,4 dias,59 reuniões,1 reuniões,6 reuniões,06/07/1954,"R$ 33.763,00",,,"
		                		
			                	R$ 153.213,89",,,"R$ 0,04","R$ 21.629,55","R$ 17.413,02","R$ 24.574,99","R$ 29.064,98","R$ 17.058,41","R$ 14.118,74","R$ 24.831,46","R$ 4.522,70",,,"0,00","0,00","1.279,50","71.166,60","104.538,87","108.750,39","111.222,82","102.614,06","93.234,05","89.798,37",0,0
146788,Marcelo Aro (PP-MG),M,84 dias,3 dias,5 dias,10 reuniões,2 reuniões,47 reuniões,12/06/1987,"R$ 33.763,00",,0,"
		                		
			                	R$ 331.256,69","R$ 26.986,31","R$ 36.645,34","R$ 47.099,34","R$ 36.707,50","R$ 41.663,07","R$ 44.619,68","R$ 30.286,71","R$ 26.697,75","R$ 23.922,88","R$ 14.890,89","R$ 1.737,22",,,"106.502,04","111.068,56","111.653,48","104.573,06","103.998,48","103.998,48","108.171,78","109.020,22","111.580,78","110.200,13",0,0
178921,Sebastião Oliveira (AVANTE-PE),M,61 dias,31 dias,0 dias,2 reuniões,10 reuniões,9 reuniões,31/08/1968,"R$ 33.763,00",,0,"
		                		
			                	R$ 378.360,98","R$ 32.611,71","R$ 61.997,85","R$ 45.761,75","R$ 50.783,90","R$ 40.852,42","R$ 33.153,10","R$ 37.014,05","R$ 32.841,73","R$ 22.279,93","R$ 20.304,61","R$ 759,93",,,"111.550,40","111.550,40","111.151,62","108.271,62","111.550,40","111.283,71","107.107,52","111.550,44","111.475,23","110.070,98",0,0
204405,Liziane Bayer (REPUBLICANOS-RS),F,92 dias,0 dias,0 dias,54 reuniões,1 reuniões,18 reuniões,24/01/1981,"R$ 33.763,00",,,"
		                		
			                	R$ 432.476,73","R$ 24.410,68","R$ 44.680,51","R$ 52.608,27","R$ 52.869,92","R$ 60.599,67","R$ 33.727,59","R$ 34.144,01","R$ 32.890,25","R$ 31.283,06","R$ 49.719,23","R$ 15.543,54",,,"109.492,14","104.592,92","102.932,25","102.694,30","104.044,41","103.593,63","105.180,10","107.815,81","109.597,20","109.597,20",0,0
204441,Otoni de Paula (MDB-RJ),M,84 dias,4 dias,4 dias,22 reuniões,5 reuniões,10 reuniões,22/11/1976,"R$ 33.763,00",,0,"
		                		
			                	R$ 315.436,39","R$ 29.251,54","R$ 38.621,21","R$ 35.407,31","R$ 38.157,30","R$ 34.241,98","R$ 39.525,24","R$ 32.193,49","R$ 28.983,36","R$ 14.438,89","R$ 24.616,07",,,,"111.344,26","111.344,26","103.979,14","109.309,25","108.218,25","109.698,65","110.326,95","111.397,23","108.096,55","111.000,79",0,0
160640,Eros Biondini (PL-MG),M,88 dias,4 dias,0 dias,33 reuniões,1 reuniões,14 reuniões,20/05/1971,"R$ 33.763,00",,0,"
		                		
			                	R$ 281.611,85","R$ 22.401,97","R$ 30.438,97","R$ 33.405,69","R$ 31.526,03","R$ 36.712,77","R$ 29.487,20","R$ 35.290,07","R$ 20.709,20","R$ 17.992,30","R$ 21.750,88","R$ 1.896,77",,,"90.223,04","90.223,04","86.035,27","78.682,22","79.786,71","78.922,44","78.922,44","79.682,04","86.771,60","86.771,60",0,0
122158,Pedro Paulo (PSD-RJ),M,63 dias,0 dias,5 dias,15 reuniões,0 reuniões,12 reuniões,29/06/1972,"R$ 33.763,00",,0,"
		                		
			                	R$ 251.007,52",,,,"R$ 51.163,43","R$ 42.918,65","R$ 43.675,67","R$ 42.675,89","R$ 12.939,06","R$ 27.396,36","R$ 30.238,46",,,,"0,00","0,00","0,00","25.314,28","64.406,44","81.028,78","68.927,62","64.604,46","98.824,28","81.319,51",0,0
73466,Rubens Bueno (CIDADANIA-PR),M,91 dias,0 dias,1 dias,65 reuniões,0 reuniões,6 reuniões,23/05/1948,"R$ 33.763,00",,0,"
		                		
			                	R$ 272.063,57","R$ 8.067,94","R$ 32.116,20","R$ 31.184,36","R$ 37.095,34","R$ 57.749,32","R$ 33.151,06","R$ 34.635,51","R$ 8.556,44","R$ 14.706,88","R$ 7.256,76","R$ 7.543,76",,,"111.253,23","111.253,23","106.987,97","108.825,69","110.646,65","110.646,65","110.646,65","109.798,80","106.891,90","108.742,17",0,0
204476,Chiquinho Brazão (UNIAO-RJ),M,84 dias,0 dias,8 dias,50 reuniões,0 reuniões,4 reuniões,22/02/1962,"R$ 33.763,00",,0,"
		                		
			                	R$ 291.545,15","R$ 5.628,16","R$ 25.886,77","R$ 61.019,13","R$ 45.809,13","R$ 49.940,05","R$ 27.195,38","R$ 11.919,52","R$ 9.234,91","R$ 18.890,85","R$ 36.021,25",,,,"111.623,18","110.117,12","110.943,03","111.623,18","111.623,18","111.623,18","111.623,18","111.623,18","111.623,18","111.623,18",0,0
204572,Capitão Alberto Neto (PL-AM),M,88 dias,2 dias,2 dias,66 reuniões,1 reuniões,3 reuniões,05/05/1982,"R$ 33.763,00",,0,"
		                		
			                	R$ 268.303,10","R$ 10.761,97","R$ 32.144,12","R$ 50.784,42","R$ 59.974,73","R$ 36.167,69","R$ 18.635,29","R$ 18.846,91","R$ 9.376,93","R$ 3.645,06","R$ 27.765,98","R$ 200,00",,,"111.524,06","108.183,95","109.814,87","109.505,49","111.520,15","111.370,71","111.635,38","111.635,38","111.635,38","111.635,38",0,0
178929,Diego Garcia (REPUBLICANOS-PR),M,89 dias,3 dias,0 dias,134 reuniões,3 reuniões,43 reuniões,10/10/1984,"R$ 33.763,00",,0,"
		                		
			                	R$ 263.861,19","R$ 9.153,29","R$ 13.917,88","R$ 34.960,78","R$ 39.069,90","R$ 47.847,45","R$ 36.301,69","R$ 32.663,59","R$ 20.367,53","R$ 6.819,55","R$ 16.986,39","R$ 5.773,14",,,"93.054,98","91.310,31","97.522,54","98.459,58","96.593,67","96.173,37","99.859,25","84.300,62","79.772,64","79.111,23",0,0
198197,Greyce Elias (AVANTE-MG),F,77 dias,12 dias,3 dias,28 reuniões,4 reuniões,18 reuniões,15/12/1981,"R$ 33.763,00",,,"
		                		
			                	R$ 176.814,93","R$ 14.671,44","R$ 21.074,80","R$ 23.586,32","R$ 35.221,54","R$ 45.590,67","R$ 15.599,72","R$ 12.425,68","R$ 2.786,62","R$ 2.040,22","R$ 3.377,12","R$ 440,80",,,"101.294,97","95.517,25","104.632,97","104.398,53","107.931,21","110.975,70","110.129,51","110.600,89","111.580,83","111.573,39",0,0
112437,João Marcelo Souza (MDB-MA),M,38 dias,1 dias,0 dias,2 reuniões,0 reuniões,0 reuniões,11/11/1973,"R$ 33.763,00",,0,"
		                		
			                	R$ 225.462,84","R$ 28.914,11","R$ 46.739,99","R$ 44.323,64",,,,,"R$ 35.016,28","R$ 32.453,75","R$ 35.910,58","R$ 2.104,49",,,"110.634,60","111.226,44","111.471,66","111.562,64","111.623,29","111.623,29","111.623,29","111.623,29","111.623,29","111.623,29",0,0
74273,Jefferson Campos (PL-SP),M,88 dias,0 dias,4 dias,16 reuniões,0 reuniões,15 reuniões,26/10/1964,"R$ 33.763,00",,0,"
		                		
			                	R$ 318.750,66","R$ 26.685,12","R$ 34.279,42","R$ 33.315,90","R$ 45.192,07","R$ 42.390,18","R$ 31.204,06","R$ 31.371,35","R$ 26.716,31","R$ 27.139,84","R$ 20.314,28","R$ 142,13",,,"107.286,23","107.286,23","103.894,84","103.531,48","103.531,48","103.693,23","104.138,06","104.138,06","104.138,06","104.138,06",0,0
178984,Miguel Haddad (PSDB-SP),M,15 dias,0 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,15/10/1957,"R$ 33.763,00",,,"
		                		
			                	R$ 54.149,12","R$ 21.159,74","R$ 24.931,79","R$ 8.057,59",,,,,,,,,,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0
178963,Covatti Filho (PP-RS),M,89 dias,0 dias,3 dias,33 reuniões,1 reuniões,12 reuniões,25/07/1987,"R$ 33.763,00",,0,"
		                		
			                	R$ 354.596,62","R$ 39.901,49","R$ 64.904,76","R$ 45.888,49","R$ 45.547,51","R$ 61.494,69","R$ 34.354,07","R$ 35.673,58","R$ 7.646,43","R$ 612,00","R$ 17.873,82","R$ 699,78",,,"110.922,09","111.617,12","107.422,09","109.771,87","110.840,89","108.844,64","97.398,86","110.212,41","110.288,12","110.463,07",0,0
178896,Newton Cardoso Jr (MDB-MG),M,85 dias,1 dias,6 dias,25 reuniões,1 reuniões,12 reuniões,11/11/1979,"R$ 33.763,00",,,"
		                		
			                	R$ 282.055,82","R$ 62.781,95","R$ 58.116,52","R$ 45.506,36","R$ 30.662,50","R$ 33.316,42","R$ 24.375,56","R$ 21.306,96","R$ 5.675,41","R$ 213,73","R$ 73,61","R$ 26,80",,,"111.046,40","110.209,90","111.152,64","110.209,90","110.209,90","110.104,96","108.206,02","109.148,38","109.148,38","108.993,02",0,0
204371,Felipe Rigoni (UNIAO-ES),M,86 dias,6 dias,0 dias,84 reuniões,7 reuniões,32 reuniões,13/06/1991,"R$ 33.763,00",,0,"
		                		
			                	R$ 314.203,45","R$ 41.526,20","R$ 38.040,74","R$ 37.743,41","R$ 40.781,58","R$ 54.439,33","R$ 34.092,96","R$ 18.297,10","R$ 23.638,57","R$ 9.243,23","R$ 14.963,23","R$ 1.437,10",,,"97.934,05","100.493,35","100.959,56","100.959,56","104.522,55","89.598,50","80.482,02","93.565,41","93.565,41","99.429,69",0,0
74371,Rubens Otoni (PT-GO),M,75 dias,5 dias,12 dias,11 reuniões,2 reuniões,19 reuniões,06/02/1956,"R$ 33.763,00",,,"
		                		
			                	R$ 307.709,08","R$ 32.770,27","R$ 38.194,47","R$ 41.561,05","R$ 46.402,99","R$ 41.744,76","R$ 29.613,60","R$ 32.364,01","R$ 12.903,41","R$ 6.861,72","R$ 25.089,30","R$ 203,50",,,"111.544,41","111.544,41","111.544,41","111.544,41","111.501,56","111.004,56","111.429,17","111.429,17","111.429,17","110.577,02",0,0
74160,Patrus Ananias (PT-MG),M,78 dias,5 dias,9 dias,42 reuniões,5 reuniões,5 reuniões,26/01/1952,"R$ 33.763,00",,0,"
		                		
			                	R$ 333.980,39","R$ 24.018,54","R$ 39.827,35","R$ 54.717,60","R$ 54.875,05","R$ 42.393,82","R$ 34.520,85","R$ 28.314,93","R$ 23.534,46","R$ 12.411,86","R$ 17.816,65","R$ 1.549,28",,,"111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79",0,0
204537,Enrico Misasi (MDB-SP),M,87 dias,0 dias,5 dias,43 reuniões,0 reuniões,21 reuniões,06/08/1994,"R$ 33.763,00",,0,"
		                		
			                	R$ 323.053,98","R$ 24.947,21","R$ 28.095,55","R$ 42.425,59","R$ 43.740,70","R$ 54.222,55","R$ 37.817,19","R$ 41.206,87","R$ 22.642,88","R$ 16.871,36","R$ 11.025,61","R$ 58,47",,,"111.586,88","111.302,18","110.816,09","106.788,80","110.974,20","110.159,38","111.013,37","111.312,77","111.544,46","111.493,57",0,0
204452,Márcio Labre (PL-RJ),M,88 dias,2 dias,2 dias,40 reuniões,0 reuniões,15 reuniões,27/02/1974,"R$ 33.763,00",,,"
		                		
			                	R$ 259.184,89","R$ 31.765,87","R$ 30.612,66","R$ 44.672,56","R$ 38.731,34","R$ 39.322,53","R$ 28.005,00","R$ 17.658,24","R$ 14.921,61","R$ 10.479,54","R$ 2.959,53","R$ 56,01",,,"110.430,70","111.602,13","111.624,11","110.842,85","111.612,93","111.659,50","111.035,13","111.271,52","111.646,42","111.429,65",0,0
178862,Tia Eron (REPUBLICANOS-BA),F,24 dias,0 dias,0 dias,8 reuniões,0 reuniões,1 reuniões,02/06/1972,"R$ 33.763,00",,0,"
		                		
			                	R$ 111.514,38","R$ 25.075,35","R$ 37.354,36","R$ 49.084,67",,,,,,,,,,,"111.059,11","111.059,11","107.476,56","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0
204517,Zé Vitor (PL-MG),M,73 dias,16 dias,3 dias,26 reuniões,12 reuniões,15 reuniões,01/11/1984,"R$ 33.763,00",,,"
		                		
			                	R$ 233.230,82","R$ 26.074,83","R$ 41.836,76","R$ 32.088,44","R$ 31.715,89","R$ 26.392,47","R$ 27.638,60","R$ 9.780,96","R$ 4.941,65","R$ 5.612,06","R$ 27.149,16",,,,"111.586,81","108.697,96","111.507,97","111.507,97","111.165,15","111.507,97","111.507,97","111.507,97","111.507,97","111.507,97",0,0
204458,Major Fabiana (PL-RJ),F,76 dias,11 dias,5 dias,22 reuniões,4 reuniões,0 reuniões,09/01/1980,"R$ 33.763,00",,0,"
		                		
			                	R$ 253.074,32","R$ 19.669,14","R$ 45.316,31","R$ 58.832,43","R$ 30.152,26","R$ 32.781,41","R$ 27.385,49","R$ 25.479,97","R$ 6.199,02","R$ 5.005,38","R$ 1.966,38","R$ 286,53",,,"111.544,24","111.438,52","111.398,27","111.315,37","111.119,65","111.039,60","111.350,20","111.350,20","111.554,84","111.344,35",0,0
115746,Gelson Azevedo (PL-RJ),M,88 dias,0 dias,4 dias,17 reuniões,0 reuniões,13 reuniões,10/01/1965,"R$ 33.763,00",,0,"
		                		
			                	R$ 320.500,73","R$ 17.208,87","R$ 18.142,04","R$ 73.589,54","R$ 23.955,82","R$ 60.671,30","R$ 21.380,73","R$ 24.088,36","R$ 10.719,92","R$ 15.215,86","R$ 4.613,07","R$ 50.915,22",,,"111.429,10","111.429,10","111.429,10","111.207,70","111.523,22","111.580,75","111.580,75","111.580,75","111.580,75","109.244,43",0,0
